season,week,scheme,celebrity_name,total_judge_score,judge_percent,judge_rank,eliminated_after_week,vote_share_point,vote_share_min,vote_share_max
5,4,rank,Cameron Mathison,27.0,0.1153846153846153,2.0,False,0.12928457784311906,0.0611111111111111,0.19111111111111112
5,4,rank,Jane Seymour,26.0,0.1111111111111111,5.0,False,0.08793699487874926,0.0611111111111111,0.19111111111111112
5,4,rank,Sabrina Bryan,30.0,0.1282051282051282,1.0,False,0.09885324983697726,0.0611111111111111,0.19111111111111112
5,4,rank,Jennie Garth,27.0,0.1153846153846153,2.0,False,0.08092323499819613,0.0611111111111111,0.19111111111111112
5,4,rank,Floyd Mayweather Jr. ,23.0,0.0982905982905982,8.0,False,0.11840750780202355,0.0611111111111111,0.19111111111111112
5,4,rank,Helio Castroneves,27.0,0.1153846153846153,2.0,False,0.10225394556979178,0.0611111111111111,0.19111111111111112
5,4,rank,Mel B,26.0,0.1111111111111111,5.0,False,0.07090022087632403,0.0611111111111111,0.19111111111111112
5,4,rank,Marie Osmond,26.0,0.1111111111111111,5.0,False,0.11051001662624925,0.0611111111111111,0.19111111111111112
5,4,rank,Mark Cuban,22.0,0.094017094017094,9.0,False,0.08590717375971614,0.0611111111111111,0.19111111111111112
5,4,percentage,Cameron Mathison,27.0,0.1153846153846153,2.0,False,0.10029169679896473,0.0611111111111111,0.19111111111111112
5,4,percentage,Jane Seymour,26.0,0.1111111111111111,5.0,False,0.10494316199520307,0.0611111111111111,0.19111111111111112
5,4,percentage,Sabrina Bryan,30.0,0.1282051282051282,1.0,False,0.12054712003690318,0.0611111111111111,0.19111111111111112
5,4,percentage,Jennie Garth,27.0,0.1153846153846153,2.0,False,0.12372509084243262,0.0611111111111111,0.19111111111111112
5,4,percentage,Floyd Mayweather Jr. ,23.0,0.0982905982905982,8.0,False,0.10957369208451845,0.0611111111111111,0.19111111111111112
5,4,percentage,Helio Castroneves,27.0,0.1153846153846153,2.0,False,0.12659923400818063,0.0611111111111111,0.19111111111111112
5,4,percentage,Mel B,26.0,0.1111111111111111,5.0,False,0.11327176437524965,0.0611111111111111,0.19111111111111112
5,4,percentage,Marie Osmond,26.0,0.1111111111111111,5.0,False,0.06833224192147866,0.0611111111111111,0.19111111111111112
5,4,percentage,Mark Cuban,22.0,0.094017094017094,9.0,False,0.09284248105197018,0.0611111111111111,0.19111111111111112
5,5,rank,Cameron Mathison,26.0,0.1306532663316583,3.0,False,0.1595750514632681,0.075,0.20500000000000002
5,5,rank,Jane Seymour,26.0,0.1306532663316583,3.0,False,0.12311245567542957,0.075,0.20500000000000002
5,5,rank,Sabrina Bryan,28.0,0.1407035175879397,2.0,False,0.09462737612580248,0.075,0.20500000000000002
5,5,rank,Jennie Garth,25.0,0.1256281407035175,5.0,False,0.13805671069663758,0.075,0.20500000000000002
5,5,rank,Helio Castroneves,23.0,0.1155778894472361,6.0,False,0.12700723022771396,0.075,0.20500000000000002
5,5,rank,Mel B,29.0,0.1457286432160804,1.0,False,0.14054289399268502,0.075,0.20500000000000002
5,5,rank,Marie Osmond,21.0,0.1055276381909547,7.0,False,0.13559358972402158,0.075,0.20500000000000002
5,5,rank,Mark Cuban,21.0,0.1055276381909547,7.0,False,0.14895721859584168,0.075,0.20500000000000002
5,5,percentage,Cameron Mathison,26.0,0.1306532663316583,3.0,False,0.12898417595948256,0.075,0.20500000000000002
5,5,percentage,Jane Seymour,26.0,0.1306532663316583,3.0,False,0.14226162502216977,0.075,0.20500000000000002
5,5,percentage,Sabrina Bryan,28.0,0.1407035175879397,2.0,False,0.10562857206452675,0.075,0.20500000000000002
5,5,percentage,Jennie Garth,25.0,0.1256281407035175,5.0,False,0.06709330792974362,0.075,0.20500000000000002
5,5,percentage,Helio Castroneves,23.0,0.1155778894472361,6.0,False,0.15474859868709126,0.075,0.20500000000000002
5,5,percentage,Mel B,29.0,0.1457286432160804,1.0,False,0.14771039434569633,0.075,0.20500000000000002
5,5,percentage,Marie Osmond,21.0,0.1055276381909547,7.0,False,0.13941928256487035,0.075,0.20500000000000002
5,5,percentage,Mark Cuban,21.0,0.1055276381909547,7.0,False,0.13577858113769414,0.075,0.20500000000000002
5,6,rank,Cameron Mathison,25.0,0.1388888888888889,4.0,False,0.16606239098256245,0.09285714285714285,0.22285714285714286
5,6,rank,Jane Seymour,22.0,0.1222222222222222,7.0,False,0.15083948639238656,0.09285714285714285,0.22285714285714286
5,6,rank,Sabrina Bryan,25.0,0.1388888888888889,4.0,False,0.1455521752673338,0.09285714285714285,0.22285714285714286
5,6,rank,Jennie Garth,27.0,0.15,3.0,False,0.13813514561443768,0.09285714285714285,0.22285714285714286
5,6,rank,Helio Castroneves,28.0,0.1555555555555555,2.0,False,0.15442071964971707,0.09285714285714285,0.22285714285714286
5,6,rank,Mel B,30.0,0.1666666666666666,1.0,False,0.15238571296466122,0.09285714285714285,0.22285714285714286
5,6,rank,Marie Osmond,23.0,0.1277777777777777,6.0,False,0.1201734255893292,0.09285714285714285,0.22285714285714286
5,6,percentage,Cameron Mathison,25.0,0.1388888888888889,4.0,False,0.11357094442789104,0.09285714285714285,0.22285714285714286
5,6,percentage,Jane Seymour,22.0,0.1222222222222222,7.0,False,0.12076787958790812,0.09285714285714285,0.22285714285714286
5,6,percentage,Sabrina Bryan,25.0,0.1388888888888889,4.0,False,0.1433020811525786,0.09285714285714285,0.22285714285714286
5,6,percentage,Jennie Garth,27.0,0.15,3.0,False,0.11439670643646166,0.09285714285714285,0.22285714285714286
5,6,percentage,Helio Castroneves,28.0,0.1555555555555555,2.0,False,0.16289838944052779,0.09285714285714285,0.22285714285714286
5,6,percentage,Mel B,30.0,0.1666666666666666,1.0,False,0.13738847714551602,0.09285714285714285,0.22285714285714286
5,6,percentage,Marie Osmond,23.0,0.1277777777777777,6.0,False,0.14605872254113555,0.09285714285714285,0.22285714285714286
5,7,rank,Cameron Mathison,25.5,0.1634615384615384,5.0,False,0.1599840742197299,0.11666666666666665,0.24666666666666665
5,7,rank,Jane Seymour,25.0,0.1602564102564102,6.0,False,0.19960744754524112,0.11666666666666665,0.24666666666666665
5,7,rank,Jennie Garth,26.5,0.1698717948717948,2.0,False,0.13475309913549177,0.11666666666666665,0.24666666666666665
5,7,rank,Helio Castroneves,26.0,0.1666666666666666,3.0,False,0.17921312968261255,0.11666666666666665,0.24666666666666665
5,7,rank,Mel B,27.0,0.173076923076923,1.0,False,0.19690079217213868,0.11666666666666665,0.24666666666666665
5,7,rank,Marie Osmond,26.0,0.1666666666666666,3.0,False,0.13734919839276477,0.11666666666666665,0.24666666666666665
5,7,percentage,Cameron Mathison,25.5,0.1634615384615384,5.0,False,0.22085161938730571,0.11666666666666665,0.24666666666666665
5,7,percentage,Jane Seymour,25.0,0.1602564102564102,6.0,False,0.2216836585571763,0.11666666666666665,0.24666666666666665
5,7,percentage,Jennie Garth,26.5,0.1698717948717948,2.0,False,0.14127872085143228,0.11666666666666665,0.24666666666666665
5,7,percentage,Helio Castroneves,26.0,0.1666666666666666,3.0,False,0.1579492591305244,0.11666666666666665,0.24666666666666665
5,7,percentage,Mel B,27.0,0.173076923076923,1.0,False,0.15970000463992012,0.11666666666666665,0.24666666666666665
5,7,percentage,Marie Osmond,26.0,0.1666666666666666,3.0,False,0.18733920690463776,0.11666666666666665,0.24666666666666665
5,8,rank,Cameron Mathison,25.5,0.1939163498098859,3.0,False,0.21781617811505688,0.15000000000000002,0.28
5,8,rank,Jennie Garth,25.0,0.1901140684410646,4.0,False,0.2081838576179813,0.15000000000000002,0.28
5,8,rank,Helio Castroneves,28.5,0.2167300380228136,1.0,False,0.22164629892745907,0.15000000000000002,0.28
5,8,rank,Mel B,28.0,0.2129277566539923,2.0,False,0.1851060605478765,0.15000000000000002,0.28
5,8,rank,Marie Osmond,24.5,0.1863117870722433,5.0,False,0.22020931922401865,0.15000000000000002,0.28
5,8,percentage,Cameron Mathison,25.5,0.1939163498098859,3.0,False,0.20980567101755795,0.15000000000000002,0.28
5,8,percentage,Jennie Garth,25.0,0.1901140684410646,4.0,False,0.20047425203944155,0.15000000000000002,0.28
5,8,percentage,Helio Castroneves,28.5,0.2167300380228136,1.0,False,0.19108198098817344,0.15000000000000002,0.28
5,8,percentage,Mel B,28.0,0.2129277566539923,2.0,False,0.1771301964756107,0.15000000000000002,0.28
5,8,percentage,Marie Osmond,24.5,0.1863117870722433,5.0,False,0.2055996722238354,0.15000000000000002,0.28
5,9,rank,Jennie Garth,29.0,0.2478632478632478,3.0,False,0.24924485733238633,0.2,0.33
5,9,rank,Helio Castroneves,30.0,0.2564102564102564,1.0,False,0.2712704264086581,0.2,0.33
5,9,rank,Mel B,30.0,0.2564102564102564,1.0,False,0.24973378903149096,0.2,0.33
5,9,rank,Marie Osmond,28.0,0.2393162393162393,4.0,False,0.2506504122566401,0.2,0.33
5,9,percentage,Jennie Garth,29.0,0.2478632478632478,3.0,False,0.23429848103250156,0.2,0.33
5,9,percentage,Helio Castroneves,30.0,0.2564102564102564,1.0,False,0.24773940243769543,0.2,0.33
5,9,percentage,Mel B,30.0,0.2564102564102564,1.0,False,0.20824163137399,0.2,0.33
5,9,percentage,Marie Osmond,28.0,0.2393162393162393,4.0,False,0.2545038954984474,0.2,0.33
5,10,rank,Helio Castroneves,27.999900000000004,0.352940954028016,2.0,False,0.33200206788214925,0.2833333333333333,0.41333333333333333
5,10,rank,Mel B,28.3332,0.3571422268889025,1.0,False,0.3061739519160574,0.2833333333333333,0.41333333333333333
5,10,rank,Marie Osmond,23.0,0.2899168190830813,3.0,False,0.3442057370482019,0.2833333333333333,0.41333333333333333
5,10,percentage,Helio Castroneves,27.999900000000004,0.352940954028016,2.0,False,0.331846056542963,0.2833333333333333,0.41333333333333333
5,10,percentage,Mel B,28.3332,0.3571422268889025,1.0,False,0.34362582354318644,0.2833333333333333,0.41333333333333333
5,10,percentage,Marie Osmond,23.0,0.2899168190830813,3.0,False,0.3263306048760489,0.2833333333333333,0.41333333333333333
6,1,rank,Cristian de la Fuente,21.0,0.0864197530864197,6.0,False,0.08026934766912695,0.033333333333333326,0.16333333333333333
6,1,rank,Steve Guttenberg,18.0,0.074074074074074,8.0,False,0.09412910303891124,0.033333333333333326,0.16333333333333333
6,1,rank,Priscilla Presley,24.0,0.0987654320987654,2.0,False,0.11604312014226742,0.033333333333333326,0.16333333333333333
6,1,rank,Marlee Matlin,22.0,0.0905349794238683,4.0,False,0.074312968994629,0.033333333333333326,0.16333333333333333
6,1,rank,Shannon Elizabeth,21.0,0.0864197530864197,6.0,False,0.055888593901496905,0.033333333333333326,0.16333333333333333
6,1,rank,Marissa Jaret Winokur,18.0,0.074074074074074,8.0,False,0.09056459485538579,0.033333333333333326,0.16333333333333333
6,1,rank,Jason Taylor,22.0,0.0905349794238683,4.0,False,0.07919095718305433,0.033333333333333326,0.16333333333333333
6,1,rank,Kristi Yamaguchi,27.0,0.1111111111111111,1.0,False,0.10877591835972607,0.033333333333333326,0.16333333333333333
6,1,rank,Monica Seles,15.0,0.0617283950617283,11.0,False,0.09101921646811832,0.033333333333333326,0.16333333333333333
6,1,rank,Penn Jillette,16.0,0.0658436213991769,10.0,False,0.05308297258663822,0.033333333333333326,0.16333333333333333
6,1,rank,Adam Carolla,15.0,0.0617283950617283,11.0,False,0.08886393879317124,0.033333333333333326,0.16333333333333333
6,1,rank,Mario,24.0,0.0987654320987654,2.0,False,0.08369517704542082,0.033333333333333326,0.16333333333333333
6,1,percentage,Cristian de la Fuente,21.0,0.0864197530864197,6.0,False,0.06772806464457093,0.033333333333333326,0.16333333333333333
6,1,percentage,Steve Guttenberg,18.0,0.074074074074074,8.0,False,0.10313020876600207,0.033333333333333326,0.16333333333333333
6,1,percentage,Priscilla Presley,24.0,0.0987654320987654,2.0,False,0.09747204473564625,0.033333333333333326,0.16333333333333333
6,1,percentage,Marlee Matlin,22.0,0.0905349794238683,4.0,False,0.09728976366500765,0.033333333333333326,0.16333333333333333
6,1,percentage,Shannon Elizabeth,21.0,0.0864197530864197,6.0,False,0.058314092730595055,0.033333333333333326,0.16333333333333333
6,1,percentage,Marissa Jaret Winokur,18.0,0.074074074074074,8.0,False,0.07898592033926385,0.033333333333333326,0.16333333333333333
6,1,percentage,Jason Taylor,22.0,0.0905349794238683,4.0,False,0.07893883478988782,0.033333333333333326,0.16333333333333333
6,1,percentage,Kristi Yamaguchi,27.0,0.1111111111111111,1.0,False,0.038448208723308994,0.033333333333333326,0.16333333333333333
6,1,percentage,Monica Seles,15.0,0.0617283950617283,11.0,False,0.07621707536392802,0.033333333333333326,0.16333333333333333
6,1,percentage,Penn Jillette,16.0,0.0658436213991769,10.0,False,0.10059611858055864,0.033333333333333326,0.16333333333333333
6,1,percentage,Adam Carolla,15.0,0.0617283950617283,11.0,False,0.06431161084673168,0.033333333333333326,0.16333333333333333
6,1,percentage,Mario,24.0,0.0987654320987654,2.0,False,0.05697825146128588,0.033333333333333326,0.16333333333333333
6,2,rank,Cristian de la Fuente,20.0,0.0778210116731517,8.0,False,0.10455800694877433,0.033333333333333326,0.16333333333333333
6,2,rank,Steve Guttenberg,16.0,0.0622568093385214,11.0,False,0.1172356424588471,0.033333333333333326,0.16333333333333333
6,2,rank,Priscilla Presley,21.0,0.0817120622568093,6.0,False,0.0861356802545364,0.033333333333333326,0.16333333333333333
6,2,rank,Marlee Matlin,24.0,0.0933852140077821,4.0,False,0.08556336710717596,0.033333333333333326,0.16333333333333333
6,2,rank,Shannon Elizabeth,24.0,0.0933852140077821,4.0,False,0.05615938086166081,0.033333333333333326,0.16333333333333333
6,2,rank,Marissa Jaret Winokur,21.0,0.0817120622568093,6.0,False,0.08271694341569122,0.033333333333333326,0.16333333333333333
6,2,rank,Jason Taylor,27.0,0.1050583657587548,1.0,False,0.060966903304457455,0.033333333333333326,0.16333333333333333
6,2,rank,Kristi Yamaguchi,27.0,0.1050583657587548,1.0,False,0.07761730850727502,0.033333333333333326,0.16333333333333333
6,2,rank,Monica Seles,15.0,0.0583657587548638,12.0,False,0.09160463002227795,0.033333333333333326,0.16333333333333333
6,2,rank,Penn Jillette,17.0,0.0661478599221789,10.0,False,0.04397617729618654,0.033333333333333326,0.16333333333333333
6,2,rank,Adam Carolla,19.0,0.0739299610894941,9.0,False,0.08434447569799255,0.033333333333333326,0.16333333333333333
6,2,rank,Mario,26.0,0.1011673151750972,3.0,False,0.11455006373135516,0.033333333333333326,0.16333333333333333
6,2,percentage,Cristian de la Fuente,20.0,0.0778210116731517,8.0,False,0.0482404050896495,0.033333333333333326,0.16333333333333333
6,2,percentage,Steve Guttenberg,16.0,0.0622568093385214,11.0,False,0.054915626454559524,0.033333333333333326,0.16333333333333333
6,2,percentage,Priscilla Presley,21.0,0.0817120622568093,6.0,False,0.04818199266221782,0.033333333333333326,0.16333333333333333
6,2,percentage,Marlee Matlin,24.0,0.0933852140077821,4.0,False,0.0879341129754074,0.033333333333333326,0.16333333333333333
6,2,percentage,Shannon Elizabeth,24.0,0.0933852140077821,4.0,False,0.09237532382472405,0.033333333333333326,0.16333333333333333
6,2,percentage,Marissa Jaret Winokur,21.0,0.0817120622568093,6.0,False,0.07303394108052588,0.033333333333333326,0.16333333333333333
6,2,percentage,Jason Taylor,27.0,0.1050583657587548,1.0,False,0.06314074822711943,0.033333333333333326,0.16333333333333333
6,2,percentage,Kristi Yamaguchi,27.0,0.1050583657587548,1.0,False,0.07378492491878261,0.033333333333333326,0.16333333333333333
6,2,percentage,Monica Seles,15.0,0.0583657587548638,12.0,False,0.11407739229023837,0.033333333333333326,0.16333333333333333
6,2,percentage,Penn Jillette,17.0,0.0661478599221789,10.0,False,0.06465116279790845,0.033333333333333326,0.16333333333333333
6,2,percentage,Adam Carolla,19.0,0.0739299610894941,9.0,False,0.05933898398184585,0.033333333333333326,0.16333333333333333
6,2,percentage,Mario,26.0,0.1011673151750972,3.0,False,0.08148269750756812,0.033333333333333326,0.16333333333333333
6,3,rank,Cristian de la Fuente,25.0,0.1096491228070175,3.0,False,0.12284006971142948,0.05,0.18
6,3,rank,Steve Guttenberg,21.0,0.0921052631578947,6.0,False,0.11982987934257326,0.05,0.18
6,3,rank,Priscilla Presley,26.0,0.1140350877192982,2.0,False,0.11461949944384064,0.05,0.18
6,3,rank,Marlee Matlin,21.0,0.0921052631578947,6.0,False,0.12181441989800304,0.05,0.18
6,3,rank,Shannon Elizabeth,24.0,0.1052631578947368,4.0,False,0.09346778698180923,0.05,0.18
6,3,rank,Marissa Jaret Winokur,19.0,0.0833333333333333,10.0,False,0.05945633295730202,0.05,0.18
6,3,rank,Jason Taylor,23.0,0.1008771929824561,5.0,False,0.106604294759038,0.05,0.18
6,3,rank,Kristi Yamaguchi,27.0,0.1184210526315789,1.0,False,0.13708781449889956,0.05,0.18
6,3,rank,Adam Carolla,21.0,0.0921052631578947,6.0,False,0.06234230714171434,0.05,0.18
6,3,rank,Mario,21.0,0.0921052631578947,6.0,False,0.07083864798147135,0.05,0.18
6,3,percentage,Cristian de la Fuente,25.0,0.1096491228070175,3.0,False,0.08241772773828993,0.05,0.18
6,3,percentage,Steve Guttenberg,21.0,0.0921052631578947,6.0,False,0.11963764594182899,0.05,0.18
6,3,percentage,Priscilla Presley,26.0,0.1140350877192982,2.0,False,0.07925761529093221,0.05,0.18
6,3,percentage,Marlee Matlin,21.0,0.0921052631578947,6.0,False,0.13067479150263192,0.05,0.18
6,3,percentage,Shannon Elizabeth,24.0,0.1052631578947368,4.0,False,0.11275512930065948,0.05,0.18
6,3,percentage,Marissa Jaret Winokur,19.0,0.0833333333333333,10.0,False,0.06923622858592397,0.05,0.18
6,3,percentage,Jason Taylor,23.0,0.1008771929824561,5.0,False,0.06845155018057111,0.05,0.18
6,3,percentage,Kristi Yamaguchi,27.0,0.1184210526315789,1.0,False,0.10686921449310964,0.05,0.18
6,3,percentage,Adam Carolla,21.0,0.0921052631578947,6.0,False,0.10479158181891801,0.05,0.18
6,3,percentage,Mario,21.0,0.0921052631578947,6.0,False,0.08776946143858619,0.05,0.18
6,4,rank,Cristian de la Fuente,26.0,0.1155555555555555,4.0,False,0.08887570264014061,0.0611111111111111,0.19111111111111112
6,4,rank,Priscilla Presley,22.0,0.0977777777777777,8.0,False,0.11569671189338562,0.0611111111111111,0.19111111111111112
6,4,rank,Marlee Matlin,24.0,0.1066666666666666,5.0,False,0.1319677442810628,0.0611111111111111,0.19111111111111112
6,4,rank,Shannon Elizabeth,28.0,0.1244444444444444,3.0,False,0.1434062263215648,0.0611111111111111,0.19111111111111112
6,4,rank,Marissa Jaret Winokur,24.0,0.1066666666666666,5.0,False,0.1197746546709896,0.0611111111111111,0.19111111111111112
6,4,rank,Jason Taylor,29.0,0.1288888888888889,1.0,False,0.1256594755738483,0.0611111111111111,0.19111111111111112
6,4,rank,Kristi Yamaguchi,29.0,0.1288888888888889,1.0,False,0.09039976901407323,0.0611111111111111,0.19111111111111112
6,4,rank,Adam Carolla,19.0,0.0844444444444444,9.0,False,0.11826633861528413,0.0611111111111111,0.19111111111111112
6,4,rank,Mario,24.0,0.1066666666666666,5.0,False,0.10249605038532726,0.0611111111111111,0.19111111111111112
6,4,percentage,Cristian de la Fuente,26.0,0.1155555555555555,4.0,False,0.11970968357725231,0.0611111111111111,0.19111111111111112
6,4,percentage,Priscilla Presley,22.0,0.0977777777777777,8.0,False,0.08449773426289613,0.0611111111111111,0.19111111111111112
6,4,percentage,Marlee Matlin,24.0,0.1066666666666666,5.0,False,0.12913001751701955,0.0611111111111111,0.19111111111111112
6,4,percentage,Shannon Elizabeth,28.0,0.1244444444444444,3.0,False,0.10444275952974176,0.0611111111111111,0.19111111111111112
6,4,percentage,Marissa Jaret Winokur,24.0,0.1066666666666666,5.0,False,0.09622989859879111,0.0611111111111111,0.19111111111111112
6,4,percentage,Jason Taylor,29.0,0.1288888888888889,1.0,False,0.0843375053393537,0.0611111111111111,0.19111111111111112
6,4,percentage,Kristi Yamaguchi,29.0,0.1288888888888889,1.0,False,0.12254962307822968,0.0611111111111111,0.19111111111111112
6,4,percentage,Adam Carolla,19.0,0.0844444444444444,9.0,False,0.10511978455136449,0.0611111111111111,0.19111111111111112
6,4,percentage,Mario,24.0,0.1066666666666666,5.0,False,0.1366070814158069,0.0611111111111111,0.19111111111111112
6,5,rank,Cristian de la Fuente,23.0,0.1173469387755102,5.0,False,0.11245600595601797,0.075,0.20500000000000002
6,5,rank,Priscilla Presley,21.0,0.1071428571428571,8.0,False,0.12884219198411426,0.075,0.20500000000000002
6,5,rank,Marlee Matlin,22.0,0.1122448979591836,7.0,False,0.12592106582929335,0.075,0.20500000000000002
6,5,rank,Shannon Elizabeth,23.0,0.1173469387755102,5.0,False,0.12162431653455011,0.075,0.20500000000000002
6,5,rank,Marissa Jaret Winokur,24.0,0.1224489795918367,4.0,False,0.11120643136368505,0.075,0.20500000000000002
6,5,rank,Jason Taylor,27.0,0.1377551020408163,2.0,False,0.13875566895521865,0.075,0.20500000000000002
6,5,rank,Kristi Yamaguchi,29.0,0.1479591836734693,1.0,False,0.13266014355103922,0.075,0.20500000000000002
6,5,rank,Mario,27.0,0.1377551020408163,2.0,False,0.10791388402418257,0.075,0.20500000000000002
6,5,percentage,Cristian de la Fuente,23.0,0.1173469387755102,5.0,False,0.06418240596963232,0.075,0.20500000000000002
6,5,percentage,Priscilla Presley,21.0,0.1071428571428571,8.0,False,0.13862901420979404,0.075,0.20500000000000002
6,5,percentage,Marlee Matlin,22.0,0.1122448979591836,7.0,False,0.09860139015978825,0.075,0.20500000000000002
6,5,percentage,Shannon Elizabeth,23.0,0.1173469387755102,5.0,False,0.09824913700890324,0.075,0.20500000000000002
6,5,percentage,Marissa Jaret Winokur,24.0,0.1224489795918367,4.0,False,0.11766695407384105,0.075,0.20500000000000002
6,5,percentage,Jason Taylor,27.0,0.1377551020408163,2.0,False,0.1280998034800658,0.075,0.20500000000000002
6,5,percentage,Kristi Yamaguchi,29.0,0.1479591836734693,1.0,False,0.12035007450580133,0.075,0.20500000000000002
6,5,percentage,Mario,27.0,0.1377551020408163,2.0,False,0.1255677469836644,0.075,0.20500000000000002
6,6,rank,Cristian de la Fuente,27.0,0.15,3.0,False,0.12721855086440964,0.09285714285714285,0.22285714285714286
6,6,rank,Marlee Matlin,21.0,0.1166666666666666,7.0,False,0.11662261832377004,0.09285714285714285,0.22285714285714286
6,6,rank,Shannon Elizabeth,24.0,0.1333333333333333,5.0,False,0.1545497088258023,0.09285714285714285,0.22285714285714286
6,6,rank,Marissa Jaret Winokur,26.0,0.1444444444444444,4.0,False,0.12312374263875156,0.09285714285714285,0.22285714285714286
6,6,rank,Jason Taylor,24.0,0.1333333333333333,5.0,False,0.1555528723739562,0.09285714285714285,0.22285714285714286
6,6,rank,Kristi Yamaguchi,30.0,0.1666666666666666,1.0,False,0.1546312321999501,0.09285714285714285,0.22285714285714286
6,6,rank,Mario,28.0,0.1555555555555555,2.0,False,0.1660245237816061,0.09285714285714285,0.22285714285714286
6,6,percentage,Cristian de la Fuente,27.0,0.15,3.0,False,0.14106074945193992,0.09285714285714285,0.22285714285714286
6,6,percentage,Marlee Matlin,21.0,0.1166666666666666,7.0,False,0.1290898332813619,0.09285714285714285,0.22285714285714286
6,6,percentage,Shannon Elizabeth,24.0,0.1333333333333333,5.0,False,0.1604266571251292,0.09285714285714285,0.22285714285714286
6,6,percentage,Marissa Jaret Winokur,26.0,0.1444444444444444,4.0,False,0.1171141161287385,0.09285714285714285,0.22285714285714286
6,6,percentage,Jason Taylor,24.0,0.1333333333333333,5.0,False,0.17752410557538023,0.09285714285714285,0.22285714285714286
6,6,percentage,Kristi Yamaguchi,30.0,0.1666666666666666,1.0,False,0.12924279846741954,0.09285714285714285,0.22285714285714286
6,6,percentage,Mario,28.0,0.1555555555555555,2.0,False,0.16928159347866673,0.09285714285714285,0.22285714285714286
6,7,rank,Cristian de la Fuente,23.0,0.1488673139158576,6.0,False,0.1804675423477222,0.11666666666666665,0.24666666666666665
6,7,rank,Shannon Elizabeth,25.5,0.1650485436893204,4.0,False,0.19418443833632223,0.11666666666666665,0.24666666666666665
6,7,rank,Marissa Jaret Winokur,26.0,0.1682847896440129,3.0,False,0.13622473398268145,0.11666666666666665,0.24666666666666665
6,7,rank,Jason Taylor,27.5,0.1779935275080906,1.0,False,0.15172837190547972,0.11666666666666665,0.24666666666666665
6,7,rank,Kristi Yamaguchi,27.0,0.174757281553398,2.0,False,0.1788267551825528,0.11666666666666665,0.24666666666666665
6,7,rank,Mario,25.5,0.1650485436893204,4.0,False,0.12588119912722198,0.11666666666666665,0.24666666666666665
6,7,percentage,Cristian de la Fuente,23.0,0.1488673139158576,6.0,False,0.1575213328005561,0.11666666666666665,0.24666666666666665
6,7,percentage,Shannon Elizabeth,25.5,0.1650485436893204,4.0,False,0.13777843889278116,0.11666666666666665,0.24666666666666665
6,7,percentage,Marissa Jaret Winokur,26.0,0.1682847896440129,3.0,False,0.15949762995536096,0.11666666666666665,0.24666666666666665
6,7,percentage,Jason Taylor,27.5,0.1779935275080906,1.0,False,0.19624027123597146,0.11666666666666665,0.24666666666666665
6,7,percentage,Kristi Yamaguchi,27.0,0.174757281553398,2.0,False,0.17143213943150262,0.11666666666666665,0.24666666666666665
6,7,percentage,Mario,25.5,0.1650485436893204,4.0,False,0.18041767567159298,0.11666666666666665,0.24666666666666665
6,8,rank,Cristian de la Fuente,28.5,0.2134831460674157,1.0,False,0.22184402704729062,0.15000000000000002,0.28
6,8,rank,Marissa Jaret Winokur,25.0,0.1872659176029962,5.0,False,0.19696479653363627,0.15000000000000002,0.28
6,8,rank,Jason Taylor,26.0,0.1947565543071161,4.0,False,0.18583044526380796,0.15000000000000002,0.28
6,8,rank,Kristi Yamaguchi,27.5,0.2059925093632958,2.0,False,0.17322215137113472,0.15000000000000002,0.28
6,8,rank,Mario,26.5,0.198501872659176,3.0,False,0.17436056079399403,0.15000000000000002,0.28
6,8,percentage,Cristian de la Fuente,28.5,0.2134831460674157,1.0,False,0.20225666152445443,0.15000000000000002,0.28
6,8,percentage,Marissa Jaret Winokur,25.0,0.1872659176029962,5.0,False,0.17676940911127173,0.15000000000000002,0.28
6,8,percentage,Jason Taylor,26.0,0.1947565543071161,4.0,False,0.1834449105385409,0.15000000000000002,0.28
6,8,percentage,Kristi Yamaguchi,27.5,0.2059925093632958,2.0,False,0.20728341460224037,0.15000000000000002,0.28
6,8,percentage,Mario,26.5,0.198501872659176,3.0,False,0.15331390987417481,0.15000000000000002,0.28
6,9,rank,Cristian de la Fuente,28.0,0.2545454545454545,2.0,False,0.2527400605891761,0.2,0.33
6,9,rank,Marissa Jaret Winokur,26.0,0.2363636363636363,4.0,False,0.23170193115251397,0.2,0.33
6,9,rank,Jason Taylor,27.5,0.25,3.0,False,0.24907428972050896,0.2,0.33
6,9,rank,Kristi Yamaguchi,28.5,0.2590909090909091,1.0,False,0.24220922216457513,0.2,0.33
6,9,percentage,Cristian de la Fuente,28.0,0.2545454545454545,2.0,False,0.2560608965778197,0.2,0.33
6,9,percentage,Marissa Jaret Winokur,26.0,0.2363636363636363,4.0,False,0.25386658047795585,0.2,0.33
6,9,percentage,Jason Taylor,27.5,0.25,3.0,False,0.23834097609593358,0.2,0.33
6,9,percentage,Kristi Yamaguchi,28.5,0.2590909090909091,1.0,False,0.23215095429655333,0.2,0.33
6,10,rank,Cristian de la Fuente,26.0,0.3076923076923077,3.0,False,0.3576041902336078,0.2833333333333333,0.41333333333333333
6,10,rank,Jason Taylor,28.5,0.3372781065088757,2.0,False,0.3284788670518274,0.2833333333333333,0.41333333333333333
6,10,rank,Kristi Yamaguchi,30.0,0.3550295857988165,1.0,False,0.3127985893938381,0.2833333333333333,0.41333333333333333
